ID,REGFALLE,OCUPACION,EDAD,EDADIGNORA,GRUPOSEDAD,SEXO,DEPTOLEV,MPIOLEV,LUGARLEVAN,PROCEMURIO,DIAMES,HORALEVAN,DEPTOOCUHE,MPIOOCUHE,PROCEOCUHE,LUGARAGRES,FECHAAGRE,TIPOVIOCOM,TIPOARMA,TIPOVIOINT,PRACAUT
477,11032,P.N.C.,42,,40-44,M,SAN SALVADOR,SAN SALVADOR,CASA CONOCIDA,U,02/02/2021,1930,SAN SALVADOR,SAN SALVADOR,U,CASA CONOCIDA,02/02/2018,ENFRENT C\AUTORIDAD,ARMA DE FUEGO,,SI
478,20166,COMERCIANTE,48,,45-49,M,SAN SALVADOR,SAN SALVADOR,TALLER,U,02/01/2021,1530,SAN SALVADOR,SAN SALVADOR,U,TALLER,02/01/2018,MARAS,ARMA DE FUEGO,,SI
479,17546,MARA SALVATRUCHA,17,,15-19,M,SAN SALVADOR,CUSCATANCINGO,VIA PUBLICA,U,02/08/2021,1205,SAN SALVADOR,CUSCATANCINGO,U,VIA PUBLICA,02/08/2018,MARAS,ARMA DE FUEGO,,SI
480,21460,DESCONOCIDO,18,,15-19,M,SAN SALVADOR,AYUTUXTEPEQUE,CALLE,U,02/02/2021,1405,SAN SALVADOR,AYUTUXTEPEQUE,U,CALLE,02/02/2018,MARAS,ARMA DE FUEGO,,SI
481,20327,MARA 18,18,,15-19,F,SAN SALVADOR,APOPA,RIO,R,02/02/2021,2300,SAN SALVADOR,APOPA,R,RIO,02/02/2018,MARAS,ASF X ESTRANGULACION,,SI
482,21527,ESTUDIANTE,22,,20-24,M,SAN SALVADOR,SAN SALVADOR,HOSP.NAC.ROSALES,U,02/02/2021,1815,SAN SALVADOR,SAN SALVADOR,U,VIA PUBLICA,02/02/2018,MARAS,ARMA DE FUEGO,,SI
483,19187,DESCONOCIDO,49,,45-49,F,SAN SALVADOR,CUSCATANCINGO,PREDIO BALDIO,U,02/01/2021,1930,SAN SALVADOR,CUSCATANCINGO,U,PREDIO BALDIO,02/01/2018,NO SE SABE,ARMA DE FUEGO,,SI
484,21545,MECANICO,28,,25-29,M,SAN SALVADOR,SAN SALVADOR,HOSP.NAC.ROSALES,U,02/06/2021,1605,CABANAS,JUTIAPA,R,VIA PUBLICA,27/01/2018,MARAS,OBJETO CONTUNDENTE,,SI
485,17547,EMPLEADO,41,,40-44,M,SAN SALVADOR,MEJICANOS,OTRO NEGOCIO,U,02/12/2021,1415,SAN SALVADOR,MEJICANOS,U,OTRO NEGOCIO,02/12/2018,NO SE SABE,ARMA DE FUEGO,,SI
486,21059,ABOGADO,51,,50-54,M,SAN SALVADOR,SAN SALVADOR,HOSP.NAC.ROSALES,U,13/02/2021,1650,SAN SALVADOR,SAN MARCOS,U,VIA PUBLICA,13/02/2018,MARAS,ARMA DE FUEGO,,SI
487,21068,MARA SALVATRUCHA,21,,20-24,M,SAN SALVADOR,SAN SALVADOR,HOSP.NAC.ROSALES,U,02/12/2021,2200,SAN SALVADOR,SAN MARCOS,U,CASA PROPIA,02/12/2018,MARAS,ARMA DE FUEGO,,SI
488,21464,DESCONOCIDO,25,,25-29,M,SAN SALVADOR,CIUDAD DELGADO,VIA PUBLICA,U,02/09/2021,2255,SAN SALVADOR,CIUDAD DELGADO,U,VIA PUBLICA,02/09/2018,NO SE SABE,OBJETO CONTUNDENTE,,SI
489,20465,DESCONOCIDO,30,,30-34,M,SAN SALVADOR,SOYAPANGO,VIA PUBLICA,U,02/11/2021,1835,SAN SALVADOR,SOYAPANGO,U,VIA PUBLICA,02/11/2018,MARAS,ARMA DE FUEGO,,SI
490,20462,DESCONOCIDO,60,,60-64,M,SAN SALVADOR,ILOPANGO,VIA PUBLICA,U,02/03/2021,2250,SAN SALVADOR,ILOPANGO,U,VIA PUBLICA,02/03/2018,NO SE SABE,ARMA DE FUEGO,,SI
491,17525,DESCONOCIDO,20,,20-24,M,SAN SALVADOR,MEJICANOS,VIA PUBLICA,U,13/02/2021,1710,SAN SALVADOR,MEJICANOS,U,VIA PUBLICA,13/02/2018,NO SE SABE,ARMA DE FUEGO,,SI
492,20466,DESCONOCIDO,21,,20-24,F,SAN SALVADOR,SOYAPANGO,VIA PUBLICA,U,02/12/2021,110,SAN SALVADOR,SOYAPANGO,U,VIA PUBLICA,02/11/2018,MARAS,ARMA DE FUEGO,,SI
493,20330,COMERCIANTE,57,,55-59,M,SAN SALVADOR,AGUILARES,CALLE,R,02/11/2021,2200,SAN SALVADOR,AGUILARES,R,CALLE,02/11/2018,DELINCUENCIA COMUN,ARMA DE FUEGO,,SI
494,17549,DESCONOCIDO,21,,20-24,F,SAN SALVADOR,MEJICANOS,VIA PUBLICA,U,13/02/2021,920,SAN SALVADOR,MEJICANOS,U,VIA PUBLICA,02/12/2018,VIOLENCIA INTRAFAMI,CORTOPUNZANTE,COMPA¥ERO DE VIDA,SI
495,20463,DESCONOCIDO,38,,35-39,M,SAN SALVADOR,SOYAPANGO,VIA PUBLICA,U,02/09/2021,1810,SAN SALVADOR,SOYAPANGO,U,VIA PUBLICA,02/09/2018,NO SE SABE,ARMA DE FUEGO,,SI
496,21069,MARA SALVATRUCHA,27,,25-29,M,SAN SALVADOR,PANCHIMALCO,TERRENO,R,15/02/2021,1215,SAN SALVADOR,PANCHIMALCO,R,TERRENO,15/02/2018,MARAS,ARMA DE FUEGO,,SI
497,20464,DESCONOCIDO,18,,15-19,M,SAN SALVADOR,SOYAPANGO,VIA PUBLICA,U,02/11/2021,1700,SAN SALVADOR,SOYAPANGO,U,VIA PUBLICA,02/11/2018,MARAS,ARMA DE FUEGO,,SI
498,20148,ESTUDIANTE,17,,15-19,M,SAN SALVADOR,SAN SALVADOR,HOSPITAL PRIVADO,U,14/02/2021,2230,SAN SALVADOR,SAN SALVADOR,U,VIA PUBLICA,13/02/2018,MARAS,ARMA DE FUEGO,,SI
499,20472,COMERCIANTE,39,,35-39,M,SAN SALVADOR,SAN MARTIN,VIA PUBLICA,U,18/02/2021,800,SAN SALVADOR,SAN MARTIN,U,VIA PUBLICA,18/02/2018,NO SE SABE,PIEDRA(LAPIDADO/A),,SI
500,21071,DESCONOCIDO,35,,35-39,F,SAN SALVADOR,PANCHIMALCO,CASA PROPIA,R,15/02/2021,2250,SAN SALVADOR,PANCHIMALCO,R,CASA PROPIA,15/02/2018,MARAS,ARMA DE FUEGO,,SI
501,17548,DESCONOCIDO,48,,45-49,M,SAN SALVADOR,CUSCATANCINGO,VIA PUBLICA,U,02/12/2021,1945,SAN SALVADOR,CUSCATANCINGO,U,VIA PUBLICA,02/12/2018,NO SE SABE,ARMA DE FUEGO,,SI
502,20471,DESCONOCIDO,38,,35-39,M,SAN SALVADOR,SOYAPANGO,VIA PUBLICA,U,17/02/2021,2330,SAN SALVADOR,SOYAPANGO,U,VIA PUBLICA,17/02/2018,NO SE SABE,ASF X ESTRANGULACION,,SI
503,21453,MARA SALVATRUCHA,22,,20-24,M,SAN SALVADOR,CIUDAD DELGADO,VIA PUBLICA,U,16/02/2021,1815,SAN SALVADOR,CIUDAD DELGADO,U,VIA PUBLICA,16/02/2018,NO SE SABE,ARMA DE FUEGO,,SI
504,21465,DESCONOCIDO,25,,25-29,M,SAN SALVADOR,MEJICANOS,VIA PUBLICA,U,17/02/2021,140,SAN SALVADOR,MEJICANOS,U,VIA PUBLICA,16/02/2018,NO SE SABE,ARMA DE FUEGO,,SI
505,19184,EMPLEADO,41,,40-44,F,SAN SALVADOR,SAN SALVADOR,HOSP GENERAL ISSS,U,18/02/2021,140,SAN SALVADOR,MEJICANOS,U,MB TTE COLECTIVO,17/02/2018,MARAS,ARMA DE FUEGO,,SI
506,20470,MARA 18,33,,30-34,M,SAN SALVADOR,TONACATEPEQUE,VIA PUBLICA,U,17/02/2021,930,SAN SALVADOR,TONACATEPEQUE,U,VIA PUBLICA,17/02/2018,MARAS,ARMA DE FUEGO,,SI
507,20335,MARA 18,24,,20-24,F,SAN SALVADOR,APOPA,CRUZ ROJA,U,20/02/2021,1500,SAN SALVADOR,APOPA,U,CALLE,20/02/2018,MARAS,ARMA DE FUEGO,,SI
508,20334,MARA 18,26,,25-29,M,SAN SALVADOR,APOPA,PREDIO BALDIO,U,19/02/2021,1030,SAN SALVADOR,APOPA,U,PREDIO BALDIO,17/02/2018,MARAS,ARMA DE FUEGO,,NO
509,21454,DESCONOCIDO,50,,50-54,M,SAN SALVADOR,MEJICANOS,VIA PUBLICA,U,17/02/2021,100,SAN SALVADOR,MEJICANOS,U,VIA PUBLICA,16/02/2018,NO SE SABE,ARMA DE FUEGO,,SI
510,19208,DESCONOCIDO,23,,20-24,M,SAN SALVADOR,AYUTUXTEPEQUE,VIA PUBLICA,R,22/02/2021,1500,SAN SALVADOR,AYUTUXTEPEQUE,R,VIA PUBLICA,22/02/2018,MARAS,ARMA DE FUEGO,,SI
511,21977,DESCONOCIDO,18,,15-19,M,SAN SALVADOR,MEJICANOS,MB TTE COLECTIVO,U,22/02/2021,825,SAN SALVADOR,MEJICANOS,U,MB TTE COLECTIVO,22/02/2018,NO SE SABE,ARMA DE FUEGO,,SI
512,21073,JORNALERO,29,,25-29,M,SAN SALVADOR,PANCHIMALCO,CASA PROPIA,R,19/02/2021,1015,SAN SALVADOR,PANCHIMALCO,R,CASA PROPIA,19/02/2018,MARAS,ARMA DE FUEGO,,SI
513,20468,MARA SALVATRUCHA,21,,20-24,M,SAN SALVADOR,ILOPANGO,HOSP.NAC.SAN.BARTOLO,U,14/02/2021,2230,SAN SALVADOR,SAN MARTIN,R,CASA PROPIA,02/12/2018,ENFRENT C\AUTORIDAD,ARMA DE FUEGO,,SI
514,20477,DESCONOCIDO,18,,15-19,F,SAN SALVADOR,SOYAPANGO,VIA PUBLICA,U,23/02/2021,2245,SAN SALVADOR,SOYAPANGO,U,VIA PUBLICA,23/02/2018,NO SE SABE,ASF X ESTRANGULACION,,SI
515,20336,DESCONOCIDO,18,,15-19,M,SAN SALVADOR,APOPA,CARRETERA,R,21/02/2021,2345,SAN SALVADOR,APOPA,R,CARRETERA,21/02/2018,NO SE SABE,ARMA DE FUEGO,,SI
516,19205,DESCONOCIDO,26,,25-29,M,SAN SALVADOR,MEJICANOS,VIA PUBLICA,U,22/02/2021,35,SAN SALVADOR,MEJICANOS,U,VIA PUBLICA,21/02/2018,NO SE SABE,ARMA DE FUEGO,,SI
517,20151,DESCONOCIDO,24,,20-24,M,SAN SALVADOR,SAN SALVADOR,CASA PROPIA,U,25/02/2021,1740,SAN SALVADOR,SAN SALVADOR,U,CASA PROPIA,25/02/2018,NO SE SABE,ARMA DE FUEGO,,SI
518,20169,MARA 18,27,,25-29,F,SAN SALVADOR,SAN SALVADOR,VIA PUBLICA,U,21/02/2021,2025,SAN SALVADOR,SAN SALVADOR,U,VIA PUBLICA,21/02/2018,MARAS,ARMA DE FUEGO,,SI
519,21976,DESCONOCIDO,22,,20-24,M,SAN SALVADOR,CUSCATANCINGO,AUTOBUS,U,21/02/2021,2140,SAN SALVADOR,CUSCATANCINGO,U,AUTOBUS,21/02/2018,MARAS,ARMA DE FUEGO,,SI
520,20338,DESCONOCIDO,24,,20-24,M,SAN SALVADOR,SAN SALVADOR,HOSP.NAC.ROSALES,U,24/02/2021,125,SAN SALVADOR,APOPA,U,VIA PUBLICA,23/02/2018,MARAS,ARMA DE FUEGO,,SI
521,21978,ESTUDIANTE,14,,10-14,M,SAN SALVADOR,SAN SALVADOR,HOSP.NAC.ROSALES,U,24/02/2021,30,SAN SALVADOR,CIUDAD DELGADO,U,VIA PUBLICA,23/02/2018,MARAS,ARMA DE FUEGO,,SI
522,21459,OFICIOS DOMESTICOS,28,,25-29,F,SAN SALVADOR,AYUTUXTEPEQUE,CASA PROPIA,R,23/02/2021,1515,SAN SALVADOR,AYUTUXTEPEQUE,R,CASA PROPIA,23/02/2018,MARAS,ARMA DE FUEGO,,SI
523,20084,DESCONOCIDO,18,,15-19,M,SAN SALVADOR,SANTIAGO TEXAC,CARRETERA,R,21/02/2021,1135,SAN SALVADOR,SANTIAGO TEXACUANGOS,R,CARRETERA,21/02/2018,MARAS,ASF X ESTRANGULACION,,SI
524,19185,DESCONOCIDO,19,,15-19,M,SAN SALVADOR,MEJICANOS,PASAJE DE COLONIA,U,23/02/2021,1700,SAN SALVADOR,MEJICANOS,U,PASAJE DE COLONIA,23/02/2018,MARAS,ARMA DE FUEGO,,SI
525,19204,VENDEDOR,35,,35-39,M,SAN SALVADOR,SOYAPANGO,HOSP.NAC.SOYAPANGO,U,20/02/2021,1925,SAN SALVADOR,CIUDAD DELGADO,U,VIA PUBLICA,20/02/2018,MARAS,ARMA DE FUEGO,,SI
526,21458,DESCONOCIDO,21,,20-24,M,SAN SALVADOR,CUSCATANCINGO,VIA PUBLICA,U,17/02/2021,235,SAN SALVADOR,CUSCATANCINGO,U,VIA PUBLICA,16/02/2018,NO SE SABE,ARMA DE FUEGO,,SI
527,21467,COMERCIANTE,70,,65 A +,M,SAN SALVADOR,SAN SALVADOR,MB TTE COLECTIVO,U,22/02/2021,1010,SAN SALVADOR,MEJICANOS,U,MB TTE COLECTIVO,22/02/2018,DELINCUENCIA COMUN,ARMA DE FUEGO,,SI
528,20337,DESCONOCIDO,45,,45-49,M,SAN SALVADOR,APOPA,CARRETERA,U,22/02/2021,1020,SAN SALVADOR,APOPA,U,CARRETERA,21/02/2018,NO SE SABE,ARMA DE FUEGO,,SI
529,21468,MARA SALVATRUCHA,22,,20-24,M,SAN SALVADOR,SAN SALVADOR,HOSP.NAC.ROSALES,U,22/02/2021,1130,SAN SALVADOR,MEJICANOS,U,VIA PUBLICA,19/02/2018,NO SE SABE,ARMA DE FUEGO,,SI
530,20475,DESCONOCIDO,35,,35-39,M,SAN SALVADOR,SOYAPANGO,VIA PUBLICA,U,22/02/2021,1630,SAN SALVADOR,SOYAPANGO,U,VIA PUBLICA,22/02/2018,NO SE SABE,ASF X ESTRANGULACION,,SI
531,20333,DESCONOCIDO,50,,50-54,M,SAN SALVADOR,EL PAISNAL,CALLE,R,18/02/2021,835,SAN SALVADOR,EL PAISNAL,R,CALLE,18/02/2018,DELINCUENCIA COMUN,ARMA DE FUEGO,,SI
532,20473,DESCONOCIDO,33,,30-34,M,SAN SALVADOR,SAN MARTIN,VIA PUBLICA,U,21/02/2021,600,SAN SALVADOR,SAN MARTIN,U,VIA PUBLICA,21/02/2018,NO SE SABE,OBJETO CONTUNDENTE,,SI
533,20474,DESCONOCIDO,23,,20-24,M,SAN SALVADOR,SOYAPANGO,VIA PUBLICA,U,21/02/2021,2110,SAN SALVADOR,SOYAPANGO,U,VIA PUBLICA,21/02/2018,NO SE SABE,ARMA DE FUEGO,,SI
534,20332,DESCONOCIDO,22,,20-24,M,SAN SALVADOR,APOPA,RIO,U,17/02/2021,1540,SAN SALVADOR,APOPA,U,RIO,14/02/2018,MARAS,CORTOCONTUNDENTE,,SI
535,20331,DESCONOCIDO,15,,15-19,F,SAN SALVADOR,TONACATEPEQUE,FINCA,R,13/02/2021,1200,SAN SALVADOR,TONACATEPEQUE,R,FINCA,02/01/2018,NO SE SABE,ARMA DE FUEGO,,SI
536,20339,DESCONOCIDO,20,,20-24,M,SAN SALVADOR,EL PAISNAL,TERRENO,R,27/02/2021,1500,SAN SALVADOR,EL PAISNAL,R,TERRENO,25/02/2018,NO SE SABE,ARMA DE FUEGO,,SI
537,20085,DESCONOCIDO,21,,20-24,F,SAN SALVADOR,PANCHIMALCO,CASA PROPIA,R,21/02/2021,1315,SAN SALVADOR,PANCHIMALCO,R,CASA PROPIA,21/02/2018,NO SE SABE,ARMA DE FUEGO,,SI
538,21457,DESCONOCIDO,17,,15-19,M,SAN SALVADOR,CUSCATANCINGO,PASAJE DE COLONIA,U,15/02/2021,2200,SAN SALVADOR,CUSCATANCINGO,U,PASAJE DE COLONIA,15/02/2018,NO SE SABE,ARMA DE FUEGO,,SI
539,21074,DESCONOCIDO,27,,25-29,M,SAN SALVADOR,SAN MARCOS,VIA PUBLICA,U,20/02/2021,1740,SAN SALVADOR,SAN MARCOS,U,VIA PUBLICA,20/02/2018,NO SE SABE,ARMA DE FUEGO,,SI
540,21547,DESCONOCIDO,39,,35-39,M,SAN SALVADOR,SAN SALVADOR,CARRETERA,U,20/02/2021,1915,SAN SALVADOR,SAN SALVADOR,U,CARRETERA,20/02/2018,NO SE SABE,ASF X ESTRANGULACION,,SI
541,19202,MARA 18,29,,25-29,M,SAN SALVADOR,MEJICANOS,VIA PUBLICA,U,20/02/2021,2140,SAN SALVADOR,MEJICANOS,U,VIA PUBLICA,20/02/2018,MARAS,ARMA DE FUEGO,,SI
542,21075,DESCONOCIDO,25,,25-29,M,SAN SALVADOR,SANTO TOMAS,CALLE,R,21/02/2021,430,SAN SALVADOR,SANTO TOMAS,R,CALLE,21/02/2018,NO SE SABE,ARMA DE FUEGO,,SI
543,19203,MARA SALVATRUCHA,25,,25-29,M,SAN SALVADOR,SOYAPANGO,VIA PUBLICA,U,20/02/2021,1415,SAN SALVADOR,SOYAPANGO,U,VIA PUBLICA,20/02/2018,MARAS,ARMA DE FUEGO,,SI
544,20469,DESCONOCIDO,19,,15-19,M,SAN SALVADOR,SAN MARTIN,CALLE,R,16/02/2021,1700,SAN SALVADOR,SAN MARTIN,R,CALLE,16/02/2018,MARAS,ARMA DE FUEGO,,SI
545,17550,DESCONOCIDO,40,,40-44,M,SAN SALVADOR,SAN SALVADOR,HOSP.NAC.ROSALES,U,16/02/2021,2220,SAN SALVADOR,CUSCATANCINGO,U,PASAJE DE COLONIA,16/02/2018,DELINCUENCIA COMUN,ARMA DE FUEGO,,SI
546,19207,DESCONOCIDO,15,,15-19,M,SAN SALVADOR,MEJICANOS,HOSP.NAC.ZACAMIL,U,23/02/2021,2035,SAN SALVADOR,MEJICANOS,U,VIA PUBLICA,23/02/2018,MARAS,ARMA DE FUEGO,,SI
547,19186,MARA SALVATRUCHA,18,,15-19,M,SAN SALVADOR,AYUTUXTEPEQUE,CALLE,R,23/02/2021,2340,SAN SALVADOR,AYUTUXTEPEQUE,R,CALLE,23/02/2018,MARAS,ARMA DE FUEGO,,SI
548,20478,VIGILANTE,69,,65 A +,M,SAN SALVADOR,SAN MARTIN,OTRO NEGOCIO,U,24/02/2021,2200,SAN SALVADOR,SAN MARTIN,U,OTRO NEGOCIO,24/02/2018,DELINCUENCIA COMUN,ARMA DE FUEGO,,SI
549,20385,OFICIOS DOMESTICOS,26,,25-29,F,LA PAZ,SAN LUIS TALPA,CASA PROPIA,R,16/02/2021,2300,LA PAZ,SAN LUIS TALPA,R,CASA PROPIA,16/02/2018,MARAS,ARMA DE FUEGO,,SI
550,21260,DESCONOCIDO,37,,35-39,M,CUSCATLAN,SAN PEDRO PERU,PREDIO BALDIO,R,27/02/2021,1900,CUSCATLAN,SAN PEDRO PERULAPAN,R,PREDIO BALDIO,27/02/2018,MARAS,ARMA DE FUEGO,,SI
551,21016,MARA 18,50,,50-54,F,USULUTAN,MERCEDES UMA¥A,TERRENO,R,02/05/2021,1625,USULUTAN,MERCEDES UMA¥A,R,TERRENO,30/01/2018,MARAS,CORTOCONTUNDENTE,,SI
552,21015,MARA 18,25,,25-29,F,USULUTAN,MERCEDES UMA¥A,TERRENO,R,02/05/2021,1640,USULUTAN,MERCEDES UMA¥A,R,TERRENO,30/01/2018,MARAS,CORTOCONTUNDENTE,,SI
553,21019,DESCONOCIDO,29,,25-29,M,USULUTAN,OZATLAN,OTRO HOSP NACIONAL,U,15/02/2021,2155,USULUTAN,OZATLAN,U,VIA PUBLICA,15/02/2018,NO SE SABE,ARMA DE FUEGO,,SI
554,21466,MECANICO,27,,25-29,M,SAN SALVADOR,AYUTUXTEPEQUE,TALLER,U,19/02/2021,1915,SAN SALVADOR,AYUTUXTEPEQUE,U,TALLER,19/02/2018,NO SE SABE,ARMA DE FUEGO,,SI
555,21980,DESCONOCIDO,23,,20-24,M,SAN SALVADOR,MEJICANOS,HOSP.NAC.ZACAMIL,U,27/02/2021,1445,SAN SALVADOR,MEJICANOS,U,VIA PUBLICA,21/02/2018,NO SE SABE,ARMA DE FUEGO,,SI
556,19209,COMERCIANTE,39,,35-39,M,SAN SALVADOR,MEJICANOS,VIA PUBLICA,U,27/02/2021,1845,SAN SALVADOR,MEJICANOS,U,VIA PUBLICA,27/02/2018,MARAS,ARMA DE FUEGO,,SI
557,20479,DESCONOCIDO,16,,15-19,M,SAN SALVADOR,SOYAPANGO,HOSP.NAC.SOYAPANGO,U,24/02/2021,2240,SAN SALVADOR,SOYAPANGO,U,PASAJE DE COLONIA,24/02/2018,MARAS,ARMA DE FUEGO,,SI
558,20167,OFICIOS DOMESTICOS,25,,25-29,F,SAN SALVADOR,SAN SALVADOR,MB TTE COLECTIVO,U,28/02/2021,2110,SAN SALVADOR,SAN SALVADOR,U,MB TTE COLECTIVO,28/02/2018,NO SE SABE,ARMA DE FUEGO,,SI
559,20476,EMPLEADO,45,,45-49,M,SAN SALVADOR,SOYAPANGO,VIA PUBLICA,U,22/02/2021,2150,SAN SALVADOR,SOYAPANGO,U,VIA PUBLICA,22/02/2018,MARAS,ARMA DE FUEGO,,SI
560,20601,MARA SALVATRUCHA,31,,30-34,M,SAN SALVADOR,PANCHIMALCO,CALLE,R,23/02/2021,1240,SAN SALVADOR,PANCHIMALCO,R,CALLE,23/02/2018,ENFRENT C\AUTORIDAD,ARMA DE FUEGO,,SI
561,20467,DESCONOCIDO,28,,25-29,M,SAN SALVADOR,SOYAPANGO,CERVECERIA,U,13/02/2021,2020,SAN SALVADOR,SOYAPANGO,U,CERVECERIA,13/02/2018,DELINCUENCIA COMUN,ARMA DE FUEGO,,SI
562,17545,DESCONOCIDO,59,,55-59,M,SAN SALVADOR,CIUDAD DELGADO,FINCA,R,02/06/2021,2355,SAN SALVADOR,CIUDAD DELGADO,R,FINCA,02/06/2018,NO SE SABE,ARMA DE FUEGO,,SI
563,21070,DESCONOCIDO,39,,35-39,M,SAN SALVADOR,SAN SALVADOR,HOSP.NAC.ROSALES,U,02/01/2021,1530,SAN SALVADOR,PANCHIMALCO,R,CASA PROPIA,31/01/2012,NO SE SABE,ARMA DE FUEGO,,SI
564,19201,MOTORISTA,44,,40-44,M,SAN SALVADOR,MEJICANOS,HOSP.NAC.ZACAMIL,U,23/02/2021,1120,SAN SALVADOR,MEJICANOS,U,JUEGO DE BILLARES,22/02/2018,MARAS,ARMA DE FUEGO,,SI
565,21469,DESCONOCIDO,,SI,IGNORADO,M,SAN SALVADOR,AYUTUXTEPEQUE,BARRANCO,R,28/02/2021,2205,SAN SALVADOR,AYUTUXTEPEQUE,R,BARRANCO,25/02/2018,NO SE SABE,ARMA DE FUEGO,,NO
566,21470,DESCONOCIDO,,SI,IGNORADO,M,SAN SALVADOR,AYUTUXTEPEQUE,BARRANCO,R,28/02/2021,2235,SAN SALVADOR,AYUTUXTEPEQUE,R,BARRANCO,25/02/2018,NO SE SABE,ARMA DE FUEGO,,NO
567,20329,DESCONOCIDO,14,,10-14,M,SAN SALVADOR,NEJAPA,CALLE,R,02/06/2021,2310,SAN SALVADOR,NEJAPA,R,CALLE,02/06/2018,MARAS,ARMA DE FUEGO,,SI
568,18856,MARA SALVATRUCHA,24,,20-24,M,CABANAS,SENSUNTEPEQUE,TERRENO,R,02/05/2021,20,CABANAS,SENSUNTEPEQUE,R,TERRENO,02/04/2018,ENFRENT C\AUTORIDAD,ARMA DE FUEGO,,SI
569,21250,DESCONOCIDO,59,,55-59,F,CUSCATLAN,COJUTEPEQUE,PARQUEO,U,02/08/2021,1010,CUSCATLAN,COJUTEPEQUE,U,LUGAR DE TRABAJO,02/08/2018,MARAS,ARMA DE FUEGO,,SI
570,21253,MECANICO,24,,20-24,M,CUSCATLAN,SAN PEDRO PERU,CALLE,R,02/11/2021,40,CUSCATLAN,SAN PEDRO PERULAPAN,R,CALLE,02/10/2018,MARAS,ARMA DE FUEGO,,SI
571,18745,MARA SALVATRUCHA,51,,50-54,M,SAN VICENTE,SAN VICENTE,CALLE,U,02/10/2021,600,SAN VICENTE,SAN VICENTE,U,CALLE,02/10/2018,DELINCUENCIA COMUN,ARMA DE FUEGO,,SI
572,21249,DESCONOCIDO,42,,40-44,M,CUSCATLAN,COJUTEPEQUE,CARRETERA,U,02/05/2021,1130,CUSCATLAN,COJUTEPEQUE,U,CARRETERA,02/05/2018,MARAS,ARMA DE FUEGO,,SI
573,19654,DESCONOCIDO,35,,35-39,M,CABANAS,ILOBASCO,PARQUEO,U,02/10/2021,2220,CABANAS,ILOBASCO,U,CALLE,02/10/2018,NO SE SABE,ARMA DE FUEGO,,SI
574,21252,MARA SALVATRUCHA,45,,45-49,M,CUSCATLAN,SAN PEDRO PERU,CALLE,R,02/11/2021,20,CUSCATLAN,SAN PEDRO PERULAPAN,R,CALLE,02/10/2018,MARAS,ARMA DE FUEGO,,SI
575,20377,DESCONOCIDO,36,,35-39,M,LA PAZ,OLOCUILTA,CALLE,R,02/08/2021,15,LA PAZ,OLOCUILTA,R,CALLE,02/07/2018,NO SE SABE,ARMA DE FUEGO,,SI
576,18744,MARA SALVATRUCHA,29,,25-29,M,SAN VICENTE,SANTA CLARA,CALLE,R,02/08/2021,2140,SAN VICENTE,SANTA CLARA,R,CALLE,02/08/2018,MARAS,ARMA DE FUEGO,,SI
577,20376,DESCONOCIDO,21,,20-24,M,LA PAZ,OLOCUILTA,CARRETERA,R,02/04/2021,2320,LA PAZ,OLOCUILTA,R,CARRETERA,02/04/2018,NO SE SABE,ARMA DE FUEGO,,SI
578,20380,DESCONOCIDO,30,,30-34,M,LA PAZ,ROSARIO DE LA,HACIENDA,R,15/02/2021,1350,LA PAZ,ROSARIO DE LA PAZ,R,HACIENDA,02/07/2018,NO SE SABE,ARMA DE FUEGO,,SI
579,18748,MARA SALVATRUCHA,29,,25-29,F,SAN VICENTE,SANTA CLARA,VIA PUBLICA,R,02/11/2021,1430,SAN VICENTE,SANTA CLARA,R,VIA PUBLICA,02/11/2018,MARAS,ARMA DE FUEGO,,SI
580,20378,MARA 18,29,,25-29,M,LA PAZ,S LUIS LA HERR,PREDIO BALDIO,R,02/09/2021,1145,LA PAZ,S LUIS LA HERRADURA,R,PREDIO BALDIO,02/09/2018,MARAS,ARMA DE FUEGO,,SI
581,18746,MARA SALVATRUCHA,29,,25-29,F,SAN VICENTE,SANTA CLARA,VIA PUBLICA,R,02/11/2021,1400,SAN VICENTE,SANTA CLARA,R,VIA PUBLICA,02/11/2018,MARAS,ARMA DE FUEGO,,SI
582,20382,MARA 18,36,,35-39,M,LA PAZ,S. FCO. CHINAM,VIA PUBLICA,U,16/02/2021,50,LA PAZ,S. FCO. CHINAMECA,U,VIA PUBLICA,15/02/2018,MARAS,ARMA DE FUEGO,,SI
583,20381,DESCONOCIDO,34,,30-34,M,LA PAZ,ROSARIO DE LA,HACIENDA,R,15/02/2021,1420,LA PAZ,ROSARIO DE LA PAZ,R,HACIENDA,02/07/2018,NO SE SABE,ARMA DE FUEGO,,SI
584,20387,MECANICO,17,,15-19,M,LA PAZ,PARAISO DE OSO,QUEBRADA,R,18/02/2021,1630,LA PAZ,PARAISO DE OSORIO,R,QUEBRADA,18/02/2018,MARAS,ARMA DE FUEGO,,SI
585,21257,MARA SALVATRUCHA,40,,40-44,M,CUSCATLAN,COJUTEPEQUE,PASAJE DE COLONIA,U,19/02/2021,2115,CUSCATLAN,COJUTEPEQUE,U,PASAJE DE COLONIA,19/02/2018,MARAS,ARMA DE FUEGO,,SI
